# ahrs_csv source=synthetic algo=synthetic accel_unit=g gyro_unit=rad/s frame=hand bias_subtracted=1
# kind=bias_still
t_us,gx,gy,gz,ax,ay,az,qw,qx,qy,qz
1100000,0.0005880843,-0.003019545,0.01128838,-0.003895,-0.010471,1.0223,nan,nan,nan,nan
1110000,-0.000459865,0.0007172161,0.00931938,-0.0039551,-0.01229,0.99861,nan,nan,nan,nan
1120000,0.0006407224,-0.002145126,0.01237831,-0.0027888,-0.011753,0.98319,nan,nan,nan,nan
1130000,-0.003407089,-0.002078478,0.01047133,0.0088679,0.0075339,1.0185,nan,nan,nan,nan
1140000,0.002925685,0.0005562526,0.009504183,0.0064183,-0.001926,0.99144,nan,nan,nan,nan
1150000,-0.00285018,-0.0003825533,0.009960246,0.0055604,0.010134,1.017,nan,nan,nan,nan
1160000,0.003381137,0.00124425,0.006941814,0.019086,0.009587,0.99811,nan,nan,nan,nan
1170000,0.004053558,-0.0007900198,0.008241081,0.0046612,-0.00028956,0.99905,nan,nan,nan,nan
1180000,0.002949645,-9.951152e-05,0.009265195,0.0009123,0.015626,1.0019,nan,nan,nan,nan
1190000,0.000437572,0.001689778,0.01198667,0.0070303,0.0037506,1.0024,nan,nan,nan,nan
1200000,-0.002750405,0.003996963,0.01189372,0.0060888,-0.0078836,1.0039,nan,nan,nan,nan
1210000,-0.0007584021,-0.00163732,0.008061975,-0.016558,0.0086047,0.98016,nan,nan,nan,nan
1220000,0.0002467569,-0.001296033,0.008470252,-0.010165,-0.0040658,1.0077,nan,nan,nan,nan
1230000,0.001622509,0.0007291347,0.009210857,0.0077323,0.0059052,0.99806,nan,nan,nan,nan
1240000,0.001468495,0.002734757,0.007811007,0.008747,-0.005732,1.0045,nan,nan,nan,nan
1250000,-0.001206584,0.001885244,0.01143788,-0.0024331,0.0095444,0.99925,nan,nan,nan,nan
1260000,0.0004533977,0.002324842,0.007823577,-0.0043625,9.9726e-06,0.99551,nan,nan,nan,nan
1270000,-0.002958276,-0.001733015,0.01024509,-0.013069,-0.00049473,1.0082,nan,nan,nan,nan
1280000,-0.001592174,-0.0009744363,0.00805,0.0015175,-0.0044255,1.0054,nan,nan,nan,nan
1290000,-0.001240858,-0.002009574,0.01073493,0.0033171,0.0196,1.0052,nan,nan,nan,nan
1300000,0.001589782,-0.0009608919,0.009585468,0.0067245,-0.00020553,1.0026,nan,nan,nan,nan
1310000,-0.001162065,0.001062502,0.01017811,-0.0039025,0.016206,0.99121,nan,nan,nan,nan
1320000,0.003188314,-0.002190944,0.010725,-0.0056629,-0.029175,1.0009,nan,nan,nan,nan
1330000,0.0008879828,-0.0007208803,0.01116707,0.0099166,0.0013067,0.98859,nan,nan,nan,nan
1340000,-0.002877045,0.004237606,0.007315911,-0.0011169,-0.0016634,1.0089,nan,nan,nan,nan
1350000,0.001839615,-0.002242245,0.01230177,0.0011458,0.0042888,0.98345,nan,nan,nan,nan
1360000,-0.0007695481,0.0003168458,0.01010669,-0.016249,0.0094914,0.99319,nan,nan,nan,nan
1370000,0.002201468,-0.0006430949,0.004065633,-0.0047494,-0.010299,0.96761,nan,nan,nan,nan
1380000,-0.001520118,0.0003674246,0.009119064,0.013151,0.023854,0.98706,nan,nan,nan,nan
1390000,0.001539642,0.002030654,0.009704456,0.01338,0.010888,0.99886,nan,nan,nan,nan
1400000,-0.002979291,0.00276833,0.01216611,-0.002512,0.0036128,0.99463,nan,nan,nan,nan
1410000,-0.0005983823,0.004216577,0.009302249,0.0047393,0.00046846,0.99427,nan,nan,nan,nan
1420000,-0.002274239,-0.0003117469,0.01215567,0.00069511,0.0030893,1.0154,nan,nan,nan,nan
1430000,-0.001874907,0.00390245,0.008206948,0.020809,-0.0088461,0.99902,nan,nan,nan,nan
1440000,0.001908845,0.001088925,0.009691886,-0.025533,-0.0027055,0.99204,nan,nan,nan,nan
1450000,0.002161066,-0.002999598,0.01271514,-0.00075582,-0.0032194,0.99379,nan,nan,nan,nan
1460000,-0.0001273681,-0.00108487,0.01149835,-0.032722,-0.0052723,1.006,nan,nan,nan,nan
1470000,0.002119798,0.001539591,0.01399901,0.0074844,0.0081915,0.99524,nan,nan,nan,nan
1480000,0.002161452,0.002567013,0.008920272,0.015725,-0.0031844,0.99376,nan,nan,nan,nan
1490000,0.0002130476,0.001125965,0.009964516,-0.0010734,0.0048252,1.006,nan,nan,nan,nan
1500000,0.0006032705,0.0008522095,0.01168849,0.0015315,0.010768,0.99944,nan,nan,nan,nan
1510000,-0.0002032178,-0.0006995984,0.008343369,0.0051249,0.0078118,0.99031,nan,nan,nan,nan
1520000,-0.001783465,0.002344902,0.009830957,0.012003,0.013876,1.0065,nan,nan,nan,nan
1530000,0.001573889,-0.002594728,0.006123664,-0.021315,-0.0013642,1.0026,nan,nan,nan,nan
1540000,-0.002098182,0.002293254,0.01213615,-0.0034558,0.00495,1.0003,nan,nan,nan,nan
1550000,0.0006640772,-0.00160434,0.009738395,0.0031571,-0.0062856,1.0091,nan,nan,nan,nan
1560000,-0.000595521,-0.0006899467,0.00498786,-0.0038331,-0.0099036,1.0142,nan,nan,nan,nan
1570000,-0.001715853,-0.0003802178,0.01303286,-0.0065981,0.0031077,1.0082,nan,nan,nan,nan
1580000,0.0003214861,0.002801777,0.009212586,-0.0089914,0.0030674,1.006,nan,nan,nan,nan
1590000,-0.0005053772,-0.007798843,0.01092666,-0.0028915,-0.0022474,0.99739,nan,nan,nan,nan
1600000,0.001094191,0.003527518,0.009026478,0.0023785,0.0065844,0.99194,nan,nan,nan,nan
1610000,0.0001883083,-0.001411056,0.007647486,0.011629,-0.0060799,1.0161,nan,nan,nan,nan
1620000,-0.001426216,-0.000689997,0.01271088,0.0010084,-0.013368,0.99653,nan,nan,nan,nan
1630000,4.423205e-06,-0.00158109,0.01028376,-0.0090796,-0.011959,0.99737,nan,nan,nan,nan
1640000,0.0004351427,-0.001352464,0.01228647,0.0012911,-3.1008e-05,1.0077,nan,nan,nan,nan
1650000,-0.003776698,-0.0004270893,0.01133013,0.010618,0.0054215,1.0089,nan,nan,nan,nan
1660000,-0.002676865,0.0007225075,0.01258579,-0.0054127,0.011942,1.0033,nan,nan,nan,nan
1670000,0.0009073425,-0.00338032,0.00854361,-0.00084986,0.0046922,1.007,nan,nan,nan,nan
1680000,0.002464607,0.0005966705,0.009980282,0.0077452,-0.0053816,1.0067,nan,nan,nan,nan
1690000,0.0008824012,0.001442098,0.00858307,-0.0061573,-0.0078124,1.0003,nan,nan,nan,nan
1700000,-0.0005808002,0.0002858273,0.008912085,-0.0014917,-0.018945,1.0029,nan,nan,nan,nan
1710000,-0.0002669031,0.002595744,0.00806436,0.00025866,-0.0019448,1.0121,nan,nan,nan,nan
1720000,0.003853325,0.003758689,0.006573121,0.0050983,0.015764,1.0068,nan,nan,nan,nan
1730000,-0.0002820453,0.0006853831,0.008478258,-0.019508,-0.0015763,1.0065,nan,nan,nan,nan
1740000,-0.001482161,-0.0004748314,0.01147836,0.0024466,0.0071053,0.98622,nan,nan,nan,nan
1750000,-0.001022668,0.003653388,0.01057995,-0.0041665,0.0055721,1.0003,nan,nan,nan,nan
1760000,-0.0002051506,0.002898519,0.01125256,-0.000881,0.0078395,1.005,nan,nan,nan,nan
1770000,0.0007385736,-0.0006622808,0.01362797,0.0099872,0.011359,0.98464,nan,nan,nan,nan
1780000,0.001623643,-0.0004068227,0.006845602,0.0054869,0.013329,1.0076,nan,nan,nan,nan
1790000,0.0007459031,-0.00228748,0.006568108,0.02246,0.00027986,0.99952,nan,nan,nan,nan
1800000,-0.000558303,0.0005629422,0.01256496,0.0051181,-0.019858,1.003,nan,nan,nan,nan
1810000,0.0005649037,0.001612039,0.007548235,-0.019541,0.010811,0.99465,nan,nan,nan,nan
1820000,-4.506435e-05,0.0002484226,0.01172449,-0.0060783,0.0032284,0.98099,nan,nan,nan,nan
1830000,0.0002321213,0.001608158,0.008991602,0.0037914,0.0028945,0.99137,nan,nan,nan,nan
1840000,0.0007159098,0.0008297328,0.007500449,0.00097873,0.0034088,1.0042,nan,nan,nan,nan
1850000,0.0003510773,-0.0006407251,0.006191824,0.012592,-0.0038587,0.98668,nan,nan,nan,nan
1860000,0.001916813,-0.0007237174,0.00829522,-0.018474,-0.013714,1.0062,nan,nan,nan,nan
1870000,-0.0007546335,0.0002764006,0.01301582,0.004278,-0.0047096,0.99455,nan,nan,nan,nan
1880000,-0.0003318664,0.000944815,0.01274716,0.0012924,0.013356,0.99334,nan,nan,nan,nan
1890000,0.001067101,0.002137128,0.00904698,0.002147,0.00091984,1.0021,nan,nan,nan,nan
1900000,0.001542099,-0.000115952,0.01214882,-0.0019093,0.0025445,1.0104,nan,nan,nan,nan
1910000,-0.002007119,-0.001559116,0.01253746,-0.0025948,-0.00025891,1.0007,nan,nan,nan,nan
1920000,-0.0003921679,-0.0007179213,0.01015514,-0.014351,0.01091,1.0086,nan,nan,nan,nan
1930000,-0.001378995,0.002663883,0.007501675,0.018048,-0.0075318,0.98549,nan,nan,nan,nan
1940000,-0.000301196,0.0006939056,0.009791106,-0.0097078,0.0041145,1.0164,nan,nan,nan,nan
1950000,-0.001604575,-0.001736778,0.01085079,0.0099761,-0.0032358,1.0019,nan,nan,nan,nan
1960000,-0.002060961,0.001292485,0.006951703,-0.0021336,0.010901,1.013,nan,nan,nan,nan
1970000,-0.001109966,7.261204e-05,0.007495696,-0.0016549,-0.0085301,1.0087,nan,nan,nan,nan
1980000,0.001304022,-3.707763e-05,0.007927853,0.018721,0.019504,0.99861,nan,nan,nan,nan
1990000,-0.003037776,-0.003131179,0.01010207,-0.0019536,0.0069562,1.0169,nan,nan,nan,nan
2000000,-0.00231366,-0.002729759,0.009537548,0.011469,0.014554,0.99381,nan,nan,nan,nan
2010000,0.004555001,0.0005550807,0.01152584,-0.001155,0.007579,1.006,nan,nan,nan,nan
2020000,0.0004254367,0.001565964,0.007313823,0.0058684,-0.012095,1.0214,nan,nan,nan,nan
2030000,-0.0008610239,0.0005227017,0.009964166,-0.003925,0.0043881,0.98578,nan,nan,nan,nan
2040000,-0.0003839864,-0.001331752,0.009483234,-0.010187,0.0073506,1.0005,nan,nan,nan,nan
2050000,-0.001548396,-0.004843666,0.007610983,-0.0071802,0.009088,1.0175,nan,nan,nan,nan
2060000,0.0009513059,0.003114156,0.01362716,0.0080323,0.00147,1.0207,nan,nan,nan,nan
2070000,0.0001935035,0.001786767,0.01181596,0.0046024,0.014317,0.98506,nan,nan,nan,nan
2080000,-0.001384518,-0.00339588,0.01006177,0.0034664,-0.0051756,0.99647,nan,nan,nan,nan
2090000,-0.003524402,-0.0006398592,0.01121623,-0.0019764,-0.00016769,1.0008,nan,nan,nan,nan
2100000,-0.002840139,6.459077e-05,0.01248004,0.0022678,0.0098529,0.99504,nan,nan,nan,nan
2110000,0.0007230249,0.001044643,0.01181348,0.0089484,-0.0048349,0.98995,nan,nan,nan,nan
2120000,0.003465926,0.0003028462,0.012459,0.0018935,-0.012778,1.0092,nan,nan,nan,nan
2130000,-0.0001283384,-0.001092338,0.01062964,0.0020888,0.023213,1.0148,nan,nan,nan,nan
2140000,-0.001211626,-0.001146258,0.008784519,-0.013978,0.007259,0.99548,nan,nan,nan,nan
2150000,-0.004590848,0.000210999,0.007472329,-0.0061806,-0.013462,1.0073,nan,nan,nan,nan
2160000,-0.0002145382,0.002899938,0.008957999,-0.0068295,0.0073109,1.01,nan,nan,nan,nan
2170000,-0.001084018,0.002727819,0.01109261,-0.0087723,0.00094831,1.0118,nan,nan,nan,nan
2180000,0.001953054,-0.0007105825,0.01149617,0.0025041,-0.001707,0.99649,nan,nan,nan,nan
2190000,-0.001372337,-0.001352003,0.01119249,0.018109,-0.0026005,0.99308,nan,nan,nan,nan
2200000,-0.001196746,0.001534237,0.01478337,0.013482,0.0024453,0.99681,nan,nan,nan,nan
2210000,-0.003372305,-0.001504409,0.01224029,0.0054369,0.0099092,1.0175,nan,nan,nan,nan
2220000,-0.0002901563,0.00232218,0.007979871,-0.0097932,-0.0013795,0.99903,nan,nan,nan,nan
2230000,0.0006626884,-0.0003011126,0.01028074,0.0060572,0.0031402,0.99228,nan,nan,nan,nan
2240000,0.000662232,-0.002440013,0.007851725,0.016386,0.0072542,0.98856,nan,nan,nan,nan
2250000,0.002798488,0.0005864274,0.01021269,-0.010834,0.0073435,1.0063,nan,nan,nan,nan
2260000,-8.814945e-05,0.000713085,0.007688127,-0.0079411,-0.0071223,1.0043,nan,nan,nan,nan
2270000,-0.001998055,0.002609016,0.01030255,-0.026205,-0.0088448,0.99138,nan,nan,nan,nan
2280000,0.001700602,-0.001211328,0.01275345,-0.015413,-0.002899,1.0058,nan,nan,nan,nan
2290000,0.0006905568,0.0009624916,0.01109746,0.019454,-0.0094805,0.99332,nan,nan,nan,nan
2300000,-0.001594018,-0.003731442,0.007850395,0.019513,-0.016214,0.99538,nan,nan,nan,nan
2310000,0.003261046,0.002601368,0.009306157,0.0080569,0.0037274,0.99804,nan,nan,nan,nan
2320000,-0.0006033527,0.002073212,0.00966318,0.0041201,0.011129,0.98384,nan,nan,nan,nan
2330000,-0.00259852,0.002531086,0.01095436,-0.0054748,0.0029236,0.9933,nan,nan,nan,nan
2340000,-0.005032679,-0.0006263802,0.01028734,0.0085056,-0.0090308,0.98652,nan,nan,nan,nan
2350000,0.0009624937,0.0003043024,0.008728516,-0.0018075,-0.028438,1.0019,nan,nan,nan,nan
2360000,-0.0002315181,0.0005896006,0.009463992,0.019951,0.00082398,1.0123,nan,nan,nan,nan
2370000,-0.0007438014,0.002504168,0.008106785,0.0099139,0.0010785,1.0162,nan,nan,nan,nan
2380000,-0.0006989269,-0.004062538,0.01108194,0.010502,-0.015511,1.0112,nan,nan,nan,nan
2390000,0.001656529,0.001096974,0.01183534,0.0017904,0.014804,1.0132,nan,nan,nan,nan
2400000,0.0008814135,0.0006850308,0.01094789,-0.006158,0.0087037,0.99789,nan,nan,nan,nan
2410000,-0.0005346169,0.002376656,0.009302856,0.012135,0.0026002,1.0096,nan,nan,nan,nan
2420000,-0.002924704,0.001699567,0.01370141,-0.0038976,0.013673,1.0133,nan,nan,nan,nan
2430000,-0.001920302,-0.0002032623,0.008629116,-0.013147,-0.0049542,0.98013,nan,nan,nan,nan
2440000,-0.0007611665,9.218594e-05,0.007516383,0.012497,0.0060241,0.99447,nan,nan,nan,nan
2450000,-0.0005553073,-0.002931935,0.008863545,0.0083625,-0.00019819,1.0005,nan,nan,nan,nan
2460000,-0.002372139,-0.002118121,0.006560179,0.00011547,0.001605,1.0279,nan,nan,nan,nan
2470000,0.002438709,0.001018118,0.006165072,0.0049483,0.026814,1.0044,nan,nan,nan,nan
2480000,-0.001193655,-0.001340877,0.008618112,0.025848,0.0083309,0.97771,nan,nan,nan,nan
2490000,-0.002893767,0.001508771,0.009208272,-0.023427,-0.013735,0.99238,nan,nan,nan,nan
2500000,0.0009362978,0.001053512,0.01275089,-0.00070381,-0.0034152,1.0131,nan,nan,nan,nan
2510000,-0.003629745,0.003477204,0.01253763,0.0045056,0.0095602,1.0075,nan,nan,nan,nan
2520000,0.001146132,0.004767184,0.01040996,-0.002721,-0.01476,1.0065,nan,nan,nan,nan
2530000,0.001642958,-0.001476828,0.01226871,-0.0081941,-0.010111,1.0067,nan,nan,nan,nan
2540000,0.0003356519,-0.0009024003,0.01423388,0.015319,-0.0091449,1.0109,nan,nan,nan,nan
2550000,-0.0006095993,1.772266e-05,0.00960544,0.02317,-0.002599,0.98797,nan,nan,nan,nan
2560000,-0.001511342,0.001062545,0.01147682,0.01007,0.011053,0.997,nan,nan,nan,nan
2570000,0.0007087451,-0.004721157,0.01201599,0.013238,0.0076706,0.98681,nan,nan,nan,nan
2580000,-0.0007004767,-0.002432647,0.01120656,-0.006859,0.0025515,0.99889,nan,nan,nan,nan
2590000,0.001125699,-0.002086147,0.01494487,-0.0025193,0.0044863,0.97681,nan,nan,nan,nan
2600000,-0.002419253,-0.003466005,0.007691657,0.0037879,0.012887,1.0079,nan,nan,nan,nan
2610000,0.0028416,-0.0003517135,0.009255887,0.0085859,-0.013878,1.0032,nan,nan,nan,nan
