# source=synthetic sigma=0.002 rad/s seed=0
# accel_unit=m/s^2
# gyro_unit=rad/s
# frame=hand
# bias_subtracted=0
# note=synthetic still noise, do not copy Allan output into firmware
t_us,gx,gy,gz,ax,ay,az
570000,0.00109534546,0.00133330958,0.00094189367,0,0,9.80665
580000,0.00222637816,-0.000804385917,-0.0027477759,0,0,9.80665
590000,0.0030577087,-0.00436991927,-0.000279873343,0,0,9.80665
600000,0.000590955023,-0.00258572028,0.00142624627,0,0,9.80665
610000,0.000599340597,-0.00137373665,0.00123968346,0,0,9.80665
620000,4.68419189e-05,0.00227795995,0.000902910152,0,0,9.80665
630000,5.13340263e-05,-0.00438852995,-0.00241550639,0,0,9.80665
640000,0.00317366157,-0.000601208126,-0.000366250131,0,0,9.80665
650000,0.00428650323,-0.00306529849,-0.0009713156,0,0,9.80665
660000,5.48246465e-05,0.000672674563,-0.0011270704,0,0,9.80665
670000,-0.000226835697,-0.00371029879,0.00165869881,0,0,9.80665
680000,0.00261227872,-0.00145275349,0.000526679891,0,0,9.80665
690000,-0.00158529225,-0.00144362631,0.00295590191,0,0,9.80665
700000,0.00127146147,0.00412072697,-0.00137438548,0,0,9.80665
710000,0.00216056883,-0.000891011656,0.00133163569,0,0,9.80665
720000,0.000985577281,-0.00162239622,-0.00153523353,0,0,9.80665
730000,0.00713207348,-0.000654690119,-0.00383332138,0,0,9.80665
740000,-0.000297201216,0.000856079454,-0.000800016866,0,0,9.80665
750000,0.0037208924,0.00150479655,-0.000104677272,0,0,9.80665
760000,5.55681144e-05,-0.00250960201,-0.00119993308,0,0,9.80665
770000,-0.00194628615,0.00190879258,0.00338140157,0,0,9.80665
780000,-0.00151227614,-0.00286336595,-0.00333702371,0,0,9.80665
790000,-0.000927708461,-0.0067126736,-0.00208455791,0,0,9.80665
800000,0.0035938308,-0.00119134506,0.00190916847,0,0,9.80665
810000,2.20618723e-05,0.00302133459,0.000598435966,0,0,9.80665
820000,0.000235995416,0.00460484805,-0.000448943713,0,0,9.80665
830000,-0.0014424467,-9.61799961e-05,0.000122329923,0,0,9.80665
840000,0.00313264911,-0.00234326785,0.00180943386,0,0,9.80665
850000,0.00270549694,-0.00183537458,0.000526488011,0,0,9.80665
860000,-0.000661503914,0.00419161615,-0.00120827912,0,0,9.80665
870000,9.38511127e-05,-0.00263167604,-0.00049224255,0,0,9.80665
880000,0.000988247947,0.00103557827,-0.00102097329,0,0,9.80665
890000,0.000628452083,-0.00333297873,-0.00145480445,0,0,9.80665
900000,0.00651161512,0.00158248638,-0.00136284808,0,0,9.80665
910000,-0.00167479448,-0.00245116566,0.000156618281,0,0,9.80665
920000,0.00106945558,-0.0019887212,-0.00237314893,0,0,9.80665
930000,0.00384475701,0.000403370903,-0.000549136039,0,0,9.80665
940000,0.000558677584,-0.00155906092,-0.00567209089,0,0,9.80665
950000,0.00123132365,-0.00264108882,-0.0018053686,0,0,9.80665
960000,-0.000280524811,0.000964603429,-0.00214106162,0,0,9.80665
970000,-0.00186856292,0.00077970415,0.00170873781,0,0,9.80665
980000,-0.000917867416,0.000624795355,-0.000383264861,0,0,9.80665
990000,0.00160258435,-0.00302192056,0.0018657889,0,0,9.80665
1000000,0.00340651791,0.000774146471,0.00131667992,0,0,9.80665
1010000,-0.00654455031,2.12594981e-05,0.000149109367,0,0,9.80665
1020000,0.000705908986,-0.00176115598,0.00031072995,0,0,9.80665
1030000,0.00182423481,-0.00102757632,-0.000726648279,0,0,9.80665
1040000,0.00345950762,-0.00271073421,0.0022603104,0,0,9.80665
1050000,0.00135362493,-0.00210861129,-0.000379963792,0,0,9.80665
1060000,-0.000839987206,0.000850129037,0.000895803524,0,0,9.80665
1070000,-0.00011359235,-0.0027044366,0.000803432187,0,0,9.80665
1080000,0.00291477121,-0.000727672699,0.001036705,0,0,9.80665
1090000,0.000247945699,-0.000364861588,-0.000382565823,0,0,9.80665
1100000,0.00158808429,-0.00351954503,0.00148838105,0,0,9.80665
1110000,0.000540135037,0.000217216135,-0.000480620255,0,0,9.80665
1120000,0.00164072238,-0.00264512561,0.00257830882,0,0,9.80665
1130000,-0.00240708918,-0.00257847763,0.000671332139,0,0,9.80665
1140000,0.00392568457,5.62526036e-05,-0.000295816911,0,0,9.80665
1150000,-0.00185018029,-0.000882553329,0.000160245978,0,0,9.80665
1160000,0.00438113729,0.000744250443,-0.00285818575,0,0,9.80665
1170000,0.00505355819,-0.00129001975,-0.00155891943,0,0,9.80665
1180000,0.0039496453,-0.000599511521,-0.000534805199,0,0,9.80665
1190000,0.00143757198,0.00118977756,0.00218667241,0,0,9.80665
1200000,-0.0017504048,0.00349696294,0.00209372318,0,0,9.80665
1210000,0.000241597876,-0.0021373197,-0.00173802486,0,0,9.80665
1220000,0.00124675688,-0.00179603259,-0.00132974793,0,0,9.80665
1230000,0.00262250881,0.000229134688,-0.000589142517,0,0,9.80665
1240000,0.00246849519,0.00223475725,-0.00198899263,0,0,9.80665
1250000,-0.000206583768,0.00138524368,0.00163788113,0,0,9.80665
1260000,0.00145339771,0.00182484238,-0.00197642346,0,0,9.80665
1270000,-0.00195827567,-0.00223301471,0.000445088191,0,0,9.80665
1280000,-0.00059217355,-0.00147443631,-0.00175000024,0,0,9.80665
1290000,-0.000240858289,-0.00250957444,0.000934932411,0,0,9.80665
1300000,0.00258978214,-0.00146089188,-0.000214531591,0,0,9.80665
1310000,-0.000162065145,0.000562502431,0.000378112077,0,0,9.80665
1320000,0.0041883138,-0.00269094407,0.000925004998,0,0,9.80665
1330000,0.0018879828,-0.00122088034,0.00136706825,0,0,9.80665
1340000,-0.0018770453,0.00373760606,-0.00248408891,0,0,9.80665
1350000,0.00283961452,-0.00274224536,0.00250176606,0,0,9.80665
1360000,0.000230451947,-0.000183154186,0.000306687511,0,0,9.80665
1370000,0.00320146819,-0.0011430949,-0.00573436742,0,0,9.80665
1380000,-0.00052011758,-0.000132575354,-0.00068093641,0,0,9.80665
1390000,0.0025396417,0.00153065399,-9.55436198e-05,0,0,9.80665
1400000,-0.00197929079,0.00226833022,0.002366107,0,0,9.80665
1410000,0.000401617731,0.00371657682,-0.00049775092,0,0,9.80665
1420000,-0.00127423944,-0.000811746868,0.00235566743,0,0,9.80665
1430000,-0.000874906885,0.00340245016,-0.00159305243,0,0,9.80665
1440000,0.00290884455,0.000588924748,-0.000108114119,0,0,9.80665
1450000,0.00316106596,-0.00349959758,0.00291514357,0,0,9.80665
1460000,0.000872631942,-0.0015848705,0.0016983481,0,0,9.80665
1470000,0.00311979803,0.00103959086,0.00419900764,0,0,9.80665
1480000,0.00316145215,0.00206701326,-0.000879727874,0,0,9.80665
1490000,0.00121304755,0.000625965165,0.000164515527,0,0,9.80665
1500000,0.00160327047,0.000352209532,0.00188848784,0,0,9.80665
1510000,0.000796782218,-0.00119959843,-0.0014566313,0,0,9.80665
1520000,-0.000783464652,0.00184490245,3.0957024e-05,0,0,9.80665
1530000,0.00257388876,-0.00309472769,-0.00367633622,0,0,9.80665
1540000,-0.00109818246,0.00179325394,0.00233615488,0,0,9.80665
1550000,0.00166407722,-0.0021043403,-6.16052831e-05,0,0,9.80665
1560000,0.00040447904,-0.00118994669,-0.00481213967,0,0,9.80665
1570000,-0.000715852772,-0.000880217751,0.00323285558,0,0,9.80665
1580000,0.00132148612,0.00230177657,-0.000587413818,0,0,9.80665
1590000,0.000494622838,-0.00829884346,0.00112666068,0,0,9.80665
1600000,0.00209419132,0.00302751814,-0.000773522422,0,0,9.80665
1610000,0.00118830831,-0.00191105591,-0.00215251413,0,0,9.80665
1620000,-0.000426215933,-0.00118999705,0.00291087606,0,0,9.80665
1630000,0.00100442321,-0.00208108962,0.000483755656,0,0,9.80665
1640000,0.00143514271,-0.00185246411,0.00248646725,0,0,9.80665
1650000,-0.00277669778,-0.000927089256,0.00153013213,0,0,9.80665
1660000,-0.00167686504,0.000222507497,0.0027857861,0,0,9.80665
1670000,0.00190734253,-0.00388031989,-0.00125639005,0,0,9.80665
1680000,0.00346460681,9.66704901e-05,0.000180282123,0,0,9.80665
1690000,0.00188240119,0.0009420979,-0.00121693047,0,0,9.80665
1700000,0.00041919984,-0.000214172701,-0.000887915444,0,0,9.80665
1710000,0.000733096883,0.00209574352,-0.00173563973,0,0,9.80665
1720000,0.00485332542,0.00325868875,-0.00322687888,0,0,9.80665
1730000,0.00071795467,0.000185383139,-0.00132174218,0,0,9.80665
1740000,-0.000482161007,-0.000974831393,0.00167835617,0,0,9.80665
1750000,-2.26676779e-05,0.00315338762,0.000779948005,0,0,9.80665
1760000,0.000794849432,0.00239851937,0.00145256239,0,0,9.80665
1770000,0.00173857355,-0.00116228077,0.00382797123,0,0,9.80665
1780000,0.00262364318,-0.000906822672,-0.0029543983,0,0,9.80665
1790000,0.00174590308,-0.00278748018,-0.0032318919,0,0,9.80665
1800000,0.000441696989,6.29422052e-05,0.00276496247,0,0,9.80665
1810000,0.00156490365,0.00111203905,-0.00225176541,0,0,9.80665
1820000,0.000954935645,-0.000251577361,0.00192449237,0,0,9.80665
1830000,0.00123212135,0.00110815792,-0.000808398496,0,0,9.80665
1840000,0.00171590981,0.000329732803,-0.00229955145,0,0,9.80665
1850000,0.00135107726,-0.00114072505,-0.0036081759,0,0,9.80665
1860000,0.00291681336,-0.00122371736,-0.00150478012,0,0,9.80665
1870000,0.000245366513,-0.000223599394,0.00321581897,0,0,9.80665
1880000,0.000668133594,0.000444814994,0.00294715875,0,0,9.80665
1890000,0.00206710106,0.00163712831,-0.000753019718,0,0,9.80665
1900000,0.00254209865,-0.000615952,0.00234882247,0,0,9.80665
1910000,-0.00100711914,-0.00205911551,0.00273746315,0,0,9.80665
1920000,0.000607832055,-0.00121792129,0.000355144839,0,0,9.80665
1930000,-0.000378994915,0.00216388274,-0.0022983253,0,0,9.80665
1940000,0.000698804003,0.000193905571,-8.89413813e-06,0,0,9.80665
1950000,-0.000604575091,-0.00223677839,0.00105078885,0,0,9.80665
1960000,-0.0010609609,0.000792485411,-0.00284829673,0,0,9.80665
1970000,-0.000109966193,-0.000427387955,-0.00230430389,0,0,9.80665
1980000,0.00230402173,-0.000537077627,-0.00187214736,0,0,9.80665
1990000,-0.00203777646,-0.00363117874,0.00030206789,0,0,9.80665
2000000,-0.00131366021,-0.0032297592,-0.000262451871,0,0,9.80665
2010000,0.00555500105,5.50807225e-05,0.00172583767,0,0,9.80665
2020000,0.00142543669,0.00106596433,-0.0024861773,0,0,9.80665
2030000,0.00013897606,2.27016912e-05,0.000164166368,0,0,9.80665
2040000,0.00061601356,-0.00183175216,-0.000316766205,0,0,9.80665
2050000,-0.000548395648,-0.00534366603,-0.00218901688,0,0,9.80665
2060000,0.00195130588,0.00261415591,0.00382716034,0,0,9.80665
2070000,0.00119350349,0.00128676725,0.00201595582,0,0,9.80665
2080000,-0.000384518368,-0.00389587966,0.000261774639,0,0,9.80665
2090000,-0.00252440199,-0.00113985923,0.00141623417,0,0,9.80665
2100000,-0.00184013898,-0.000435409232,0.00268003623,0,0,9.80665
2110000,0.00172302495,0.000544643401,0.00201348083,0,0,9.80665
2120000,0.00446592614,-0.000197153837,0.00265900172,0,0,9.80665
2130000,0.000871661567,-0.00159233763,0.000829641939,0,0,9.80665
2140000,-0.000211625696,-0.00164625843,-0.00101548126,0,0,9.80665
2150000,-0.00359084839,-0.000289001045,-0.00232767072,0,0,9.80665
2160000,0.000785461759,0.00239993756,-0.000842000646,0,0,9.80665
2170000,-8.40183169e-05,0.00222781877,0.00129261153,0,0,9.80665
2180000,0.00295305419,-0.00121058247,0.00169616643,0,0,9.80665
2190000,-0.000372337178,-0.00185200345,0.00139248856,0,0,9.80665
2200000,-0.000196746343,0.00103423709,0.00498336907,0,0,9.80665
2210000,-0.00237230507,-0.00200440875,0.00244029236,0,0,9.80665
2220000,0.000709843661,0.0018221797,-0.00182012855,0,0,9.80665
2230000,0.00166268836,-0.000801112636,0.000480741446,0,0,9.80665
2240000,0.00166223204,-0.00294001273,-0.00194827497,0,0,9.80665
2250000,0.00379848801,8.64274232e-05,0.000412692666,0,0,9.80665
2260000,0.000911850555,0.000213084997,-0.00211187348,0,0,9.80665
2270000,-0.000998054664,0.00210901649,0.000502550444,0,0,9.80665
2280000,0.00270060175,-0.00171132801,0.00295345076,0,0,9.80665
2290000,0.00169055681,0.000462491639,0.00129745868,0,0,9.80665
2300000,-0.000594018479,-0.00423144173,-0.00194960533,0,0,9.80665
2310000,0.00426104571,0.00210136794,-0.000493842736,0,0,9.80665
2320000,0.000396647346,0.00157321175,-0.000136819746,0,0,9.80665
2330000,-0.00159851974,0.00203108619,0.00115435716,0,0,9.80665
2340000,-0.00403267943,-0.00112638021,0.000487340407,0,0,9.80665
2350000,0.00196249365,-0.000195697621,-0.00107148359,0,0,9.80665
2360000,0.000768481912,8.96006359e-05,-0.000336008171,0,0,9.80665
2370000,0.000256198561,0.00200416788,-0.00169321537,0,0,9.80665
2380000,0.000301073058,-0.00456253803,0.00128193993,0,0,9.80665
2390000,0.00265652892,0.000596973665,0.00203534497,0,0,9.80665
2400000,0.00188141349,0.000185030782,0.00114789413,0,0,9.80665
2410000,0.000465383136,0.00187665573,-0.00049714413,0,0,9.80665
2420000,-0.00192470385,0.00119956723,0.00390140556,0,0,9.80665
2430000,-0.000920302239,-0.000703262259,-0.00117088402,0,0,9.80665
2440000,0.0002388335,-0.000407814056,-0.00228361691,0,0,9.80665
2450000,0.000444692657,-0.00343193477,-0.000936455276,0,0,9.80665
2460000,-0.00137213931,-0.0026181214,-0.00323982136,0,0,9.80665
2470000,0.00343870918,0.000518118169,-0.00363492809,0,0,9.80665
2480000,-0.000193655188,-0.0018408772,-0.00118188826,0,0,9.80665
2490000,-0.00189376703,0.00100877144,-0.000591727571,0,0,9.80665
2500000,0.00193629782,0.00055351153,0.00295089062,0,0,9.80665
2510000,-0.00262974456,0.00297720422,0.00273763055,0,0,9.80665
2520000,0.00214613198,0.00426718446,0.000609957196,0,0,9.80665
2530000,0.00264295783,-0.00197682796,0.00246871482,0,0,9.80665
2540000,0.00133565194,-0.00140240029,0.0044338784,0,0,9.80665
2550000,0.000390400671,-0.000482277345,-0.000194559915,0,0,9.80665
2560000,-0.000511341826,0.000562544801,0.00167681921,0,0,9.80665
2570000,0.00170874506,-0.00522115652,0.00221599401,0,0,9.80665
2580000,0.0002995233,-0.00293264682,0.00140656192,0,0,9.80665
2590000,0.00212569884,-0.0025861474,0.00514487136,0,0,9.80665
2600000,-0.0014192531,-0.00396600541,-0.00210834285,0,0,9.80665
2610000,0.00384159969,-0.000851713451,-0.000544113376,0,0,9.80665
2620000,0.000875684558,-0.00169322782,-0.00118052683,0,0,9.80665
2630000,-0.000282430988,0.000915911047,0.00224091177,0,0,9.80665
2640000,-0.00111018512,-2.15440565e-05,0.00177641448,0,0,9.80665
2650000,-0.0011635039,-0.00150513318,-0.00187612832,0,0,9.80665
2660000,-0.00158205709,-0.000296274262,-0.00127226474,0,0,9.80665
2670000,0.00226225818,-0.000558843845,0.00102525471,0,0,9.80665
2680000,0.000415434175,-0.00176999477,1.86537298e-05,0,0,9.80665
2690000,0.000990007739,-0.00191171099,0.00105319091,0,0,9.80665
2700000,0.00249318971,-0.000183834589,0.00362698178,0,0,9.80665
2710000,-0.000264678019,0.000541192836,-0.000617469601,0,0,9.80665
2720000,0.00146925901,-0.00215989868,0.00243024675,0,0,9.80665
2730000,0.00135204181,0.001884489,-0.00233219115,0,0,9.80665
2740000,1.29695816e-05,-0.0022851316,-0.000863883731,0,0,9.80665
2750000,-0.000385219394,-0.000741081869,0.000165505713,0,0,9.80665
2760000,0.000918030271,-0.00161104775,0.000574850356,0,0,9.80665
2770000,0.00275123099,-0.00230455113,0.00020177725,0,0,9.80665
2780000,0.000851858222,0.000436709268,7.22828305e-05,0,0,9.80665
2790000,0.000968670393,-0.00248219156,0.000243407678,0,0,9.80665
2800000,-0.000843768979,0.000531408496,-6.43786857e-06,0,0,9.80665
2810000,0.00107971684,-0.00228238073,0.00180751516,0,0,9.80665
2820000,0.00238462782,0.00122304786,0.00465477216,0,0,9.80665
2830000,0.000894961235,0.00190680567,-4.76556128e-05,0,0,9.80665
2840000,0.00178817459,0.000230674855,0.000729183527,0,0,9.80665
2850000,0.00231651236,-0.00110787276,0.000281864563,0,0,9.80665
2860000,0.00207061929,0.0029957078,-0.00148471334,0,0,9.80665
2870000,-0.00261226524,-0.00146817098,0.000379856866,0,0,9.80665
2880000,0.00134995419,-0.000315564428,0.00256558025,0,0,9.80665
2890000,0.00295209959,-0.00059853581,-0.000739094246,0,0,9.80665
2900000,0.000307982237,-0.00121260831,-0.000251198948,0,0,9.80665
2910000,-0.00214530112,-0.00142208149,-0.000649760043,0,0,9.80665
2920000,0.000622239229,-0.00100860002,0.00154401428,0,0,9.80665
2930000,-6.38867119e-05,-0.0013771554,0.00128387751,0,0,9.80665
2940000,0.000529370307,-6.70905463e-05,0.0015386714,0,0,9.80665
2950000,0.00184393899,3.24895969e-07,-0.000192883115,0,0,9.80665
2960000,0.00236378821,-0.000148900117,-0.000809705502,0,0,9.80665
2970000,0.000698381626,-0.00293625875,-0.00172311195,0,0,9.80665
2980000,-0.00276581607,-0.00185986276,0.00287109084,0,0,9.80665
2990000,-0.00011297768,0.00107508163,0.000193100292,0,0,9.80665
3000000,-0.000401097646,0.00217655903,0.0013644117,0,0,9.80665
3010000,-0.00250360113,0.0015828044,-0.00194958299,0,0,9.80665
3020000,0.000644172107,0.000836226843,-0.000399706321,0,0,9.80665
3030000,0.00323788811,0.00102252752,-0.00295375122,0,0,9.80665
3040000,5.51316871e-05,6.41474664e-05,-0.000949997363,0,0,9.80665
3050000,0.000567446988,0.00109956982,0.000833562613,0,0,9.80665
3060000,-0.00084123807,-0.000150787261,-0.00102453927,0,0,9.80665
3070000,-0.00143038472,-0.0027601117,0.000773911074,0,0,9.80665
3080000,0.000943772588,-0.000489136383,-0.0020924181,0,0,9.80665
3090000,0.0006321409,-0.00257433522,-0.00165278767,0,0,9.80665
3100000,0.000669746486,-0.0032667809,0.00153853453,0,0,9.80665
3110000,0.0059737657,0.000417646498,-0.00188580628,0,0,9.80665
3120000,0.000457628972,-0.00361087589,-0.000555232763,0,0,9.80665
3130000,0.00201462787,0.000678769532,-0.00186348551,0,0,9.80665
3140000,0.00159829131,0.00181281605,0.00371018317,0,0,9.80665
3150000,-0.000401589765,-0.00222840002,0.000308831738,0,0,9.80665
3160000,-0.00485618035,-0.001562068,-0.000341949939,0,0,9.80665
3170000,8.13160249e-05,-0.00366774646,-0.000291102215,0,0,9.80665
3180000,-0.00055321724,0.00101496612,-0.00163694963,0,0,9.80665
3190000,0.00043530974,-0.00096589585,0.00133514284,0,0,9.80665
3200000,-0.0040918092,-0.00118124987,0.0017192303,0,0,9.80665
3210000,0.000276623526,-0.00355387393,0.000853196345,0,0,9.80665
3220000,0.00167337381,-0.00104097878,-0.00211959141,0,0,9.80665
3230000,-0.000481350291,-0.00112751302,-0.00155106571,0,0,9.80665
3240000,-0.0028403567,-0.0020385736,7.65121311e-05,0,0,9.80665
3250000,-1.41201346e-05,-0.000651145678,0.000367315958,0,0,9.80665
3260000,0.002793151,0.00390764825,0.00166355768,0,0,9.80665
3270000,-0.00180865709,-0.00581388989,1.10756627e-05,0,0,9.80665
3280000,0.00114277687,-0.00282374661,0.000744064274,0,0,9.80665
3290000,-0.000533879176,0.000305339466,-0.000451036346,0,0,9.80665
3300000,0.00179492518,-0.00398639039,-0.00067693375,0,0,9.80665
3310000,0.000702807987,-0.00334974945,0.00396467652,0,0,9.80665
3320000,-8.15468242e-05,0.00227994346,-0.00112868418,0,0,9.80665
3330000,0.000540057689,0.00186780382,0.00080765369,0,0,9.80665
3340000,0.0013841087,3.18868964e-05,-0.00253231575,0,0,9.80665
3350000,0.000220893053,-0.00241289131,0.000594827305,0,0,9.80665
3360000,-8.79962608e-05,-0.000588118243,4.54148735e-05,0,0,9.80665
3370000,0.00092725923,-0.000569494244,-0.00110475621,0,0,9.80665
3380000,-0.00110800559,-0.00182871262,0.00234307668,0,0,9.80665
3390000,0.00174832361,0.000673910721,0.00295993583,0,0,9.80665
3400000,-0.00135886187,0.000519904843,-0.00195014821,0,0,9.80665
3410000,0.000331334802,0.000468479686,0.00342869053,0,0,9.80665
3420000,-0.000564329885,-0.000689592507,0.00251247361,0,0,9.80665
3430000,-0.00197961624,0.000224225829,-0.000416556301,0,0,9.80665
3440000,-0.000763389943,-0.000206738354,0.00138985172,0,0,9.80665
3450000,-0.000824199525,0.000259979564,0.000546739979,0,0,9.80665
3460000,-0.00148362661,0.00260682573,0.00237980534,0,0,9.80665
3470000,-0.000719853496,-0.00167326177,0.00174156047,0,0,9.80665
3480000,9.10190523e-06,-0.00417943721,0.00229776422,0,0,9.80665
3490000,0.00101756285,0.00331405238,0.000914934246,0,0,9.80665
3500000,0.00138198498,0.00524900096,-0.000143734692,0,0,9.80665
3510000,-0.00090363153,-4.16040409e-05,0.00247150981,0,0,9.80665
3520000,-0.00133024029,-0.00231653022,0.0010995542,0,0,9.80665
3530000,-0.00539469078,-0.00268535732,0.00179096816,0,0,9.80665
3540000,-0.000173479832,-0.00375296627,0.00405113332,0,0,9.80665
3550000,-0.00182107031,-0.00154673109,-0.000545462999,0,0,9.80665
3560000,0.00116628879,-0.0012390104,3.80698429e-05,0,0,9.80665
3570000,0.00111498916,-0.000673352858,0.000386547681,0,0,9.80665
3580000,-0.00375785138,0.000382129396,-0.0026089134,0,0,9.80665
3590000,-0.00333329102,0.00226269581,-0.00237103056,0,0,9.80665
3600000,0.00135973821,-0.00204512297,-0.00115693243,0,0,9.80665
3610000,0.00196730954,-0.00259644992,0.000945348551,0,0,9.80665
3620000,0.00176138495,0.00182889583,-0.000472426441,0,0,9.80665
3630000,0.00309316451,0.00294138941,0.00337336456,0,0,9.80665
3640000,0.00217215391,0.000398332144,0.00589890992,0,0,9.80665
3650000,0.00546435192,-0.00203323457,0.00204721807,0,0,9.80665
3660000,0.00220391846,-0.000355465077,0.000506624596,0,0,9.80665
3670000,0.00197557022,0.00137471695,0.000637539723,0,0,9.80665
3680000,0.00167958743,0.00228428063,0.000835440487,0,0,9.80665
3690000,0.00209004496,0.00148046019,0.00346652483,0,0,9.80665
3700000,0.00345408186,0.000254429906,0.000615630908,0,0,9.80665
3710000,-0.00144720716,8.41250882e-05,-0.00187433952,0,0,9.80665
3720000,-0.00104807888,0.000801017855,-1.15436715e-06,0,0,9.80665
3730000,0.00194441899,-0.00175392623,0.00260240801,0,0,9.80665
3740000,0.00128754436,0.00187545665,0.00154688098,0,0,9.80665
3750000,0.00133049808,-0.00145705482,0.000263015155,0,0,9.80665
3760000,0.00265602097,0.000895315468,-0.00219116931,0,0,9.80665
3770000,0.00305136411,-0.000927815883,0.00183052744,0,0,9.80665
3780000,-0.000394976523,0.000775710575,-0.00139318377,0,0,9.80665
3790000,0.00125871366,-0.00109605961,-0.000371145134,0,0,9.80665
3800000,-0.000133174487,-0.000807158193,-0.00328126938,0,0,9.80665
3810000,0.00275319939,0.00142337317,-0.000685547746,0,0,9.80665
3820000,-0.00175950925,-0.00179341854,0.00209522866,0,0,9.80665
3830000,0.00225104155,-0.00110070712,0.00199454956,0,0,9.80665
3840000,-0.00108296151,-0.00172527266,0.00114921449,0,0,9.80665
3850000,0.000808173341,-0.0016784514,-0.00482425546,0,0,9.80665
3860000,0.00234243267,0.000147443627,-0.00328584466,0,0,9.80665
3870000,0.00220065137,-0.000528727518,0.000757669555,0,0,9.80665
3880000,0.00289038641,-0.00197977361,0.00162712843,0,0,9.80665
